name,resistances,immunities
Mummy Lord,,"necrotic; bludgeoning,piercing,and slashing damage from nonmagical attacks,charmed,frightened,paralyzed,Undead Resilience"
Muraenid,,
Murgrik,,
Murmuring Worm,,psychic
Musk Deer,,
"Musk Deer, Swarm","bludgeoning, piercing, slashing",
Mycolid Commoner,"poison,Plant Resilience",
Mycolid Spore Lord,Plant Resilience,poison
Mydnari,,acid
Myling,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","necrotic, poison"
Myling,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","necrotic, poison"
Myrmex,poison; nonmagic B/P/S attacks,
Myrmex Speaker,poison; nonmagic B/P/S attacks,
"Myrmex, Young",poison,
Mystic,necrotic,
Mytholabe,"acid, cold, fire, radiant, thunder","poison, psychic; bludgeoning, piercing, and slashing from magical attacks"
Nachzehrer,,"necrotic, poison"
Naiad,,
Naina,"bludgeoning, piercing, and slashing from nonmagical attacks",
Naina,"bludgeoning, piercing, and slashing from nonmagical attacks",poison
Naizu-Ha,,
Nalfeshnee,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Nalfeshnee,"cold, fire, lightning; damage from nonmagical weapons",poison
Nalfeshnee,"bludgeoning,piercing,and slashing damage from nonmagical attacks,Demonic Resilience",Demonic Resilience
Nalusa Falaya,,
Nariphon,,"bludgeoning, piercing, poison"
Narshark,,
Nautiloid,"piercing, bludgeoning, &amp; slashing from nonmagical attacks ",cold
Necrohydra,necrotic,poison
Necromancer,,
Necrophage Ghast,necrotic,poison
Necrotech Bonecage Constrictor,,
Necrotech Reaver,,poison
Necrotech Thunderer,nonmagic B/P/S attacks,"necrotic, poison"
Necrotic Tick,,
Neophron,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Nephirron Devil,"acid, cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison"
Ngobou,,
Ngobou,False,False
Nharyth,"bludgeoning, psychic",
Nian,,poison
Nichny,"acid, cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",poison
Nichny,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",poison
Night Hag,"cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",
Night Hag,,
Night Scorpion,,
Night Hag,"cold,fire; bludgeoning,piercing,and slashing damage from nonmagical attacks","charmed,unconscious"
Nightgarm,"lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",
Nightgarm,"lightning, thunder",False
Nightgaunt,"bludgeoning, necrotic",
Nightmare,,fire
Nightmare,,fire
Nightmare,,fire
Night Scorpion,False,False
Nihileth,"bludgeoning, piercing and slashing from nonmagical attacks","cold, necrotic, poison"
Nihilethic Zombie,"bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison; bludgeoning, piercing and slashing from nonmagical attacks (only when in ethereal form)"
Nihilethic Dominator,False,"cold, necrotic, poison"
Nihilethic Zombie,False,"cold, necrotic, poison"
Nilbog,,
Ningyo,"acid, cold, fire, necrotic, poison",
Niya-Atha Raja,,
Niya-Atha Sorcerer,cold,
Niya-Atha Warrior,,
Nkosi,,
Nkosi Pridelord,,
Nkosi,False,False
Nkosi War Ostrich,,
Nkosi Pridelord,False,False
Noble,,
Noble,,
Noble,Impenetrable Ego,
Noctiny,,
Noctiny,False,False
Nodosaurus,,
Noth-norren,"lightning; bludgeoning, piercing, and slashing from nonmagical attacks","poison, thunder"
Npc: Apostle,,
Npc: Atavist,"necrotic, poison",
Npc: Breathstealer,,
Npc: Cultist Psychophant,psychic,
Npc: Field Commander,,
Npc: First Servant,,
Npc: Fixer,,
Npc: Frost-Afflicted,,cold
Npc: Infested Duelist,acid,poison
Npc: Infiltrator,,
Npc: Merchant Captain,,
Npc: Warlock Of The Genie Lord,"acid, cold, fire, lightning, thunder",
Npc: Wind Acolyte,"cold, lightning",
Nullicorn,,"necrotic, poison"
Nyctli,,
Nyctli Swarm,"bludgeoning, piercing, slashing",
Oaken Sentinel,"bludgeoning, piercing",
Oasis Keeper,"bludgeoning, piercing, and slashing from nonmagical attacks",poison
Obeleric,,
Obsidian Ophidian,nonmagical piercing &amp; slashing attacks ,
Ochre Jelly,acid,"lightning, slashing"
Ochre Jelly,,"acid, lightning, slashing"
Ochre Jelly,"acid,Ooze Resilience","lightning,slashing,grappled,poisoned,Ooze Resilience"
Octopus,,
Octopus,,
Octopus,,
"Octopus, Giant",,
Oculo Swarm,"bludgeoning, piercing, slashing",
Oculo Swarm,"bludgeoning, piercing, slashing",False
Offal Walker,,poison
Ogre,,
Ogre,,
"Ogre, Alleybasher",,
"Ogre, Black Sun",,
"Ogre Chieftain, Corrupted",,
"Ogre, Cunning Artisan",,
Ogre Flesh Heap,,poison
"Ogre, Kadag",necrotic; piercing from nonmagical attacks,
Ogre Mage,,
"Ogre, Rainforest",,
"Ogre, Rockchewer",bludgeoning from nonmagical attacks,
"Ogre, Void Blessed","necrotic, poison",psychic
Ogre Zombie,,poison
Ogre Zombie,,poison
Ogre,Giant Attributes,
Ogre Zombie,,Undead Resilience
Ogrekin,,
Ogrepede,,poison
Old Salt,necrotic,poison
Oliphaunt,,
One-Headed Clockwork Dragon,,"poison, psychic"
One-Horned Ogre,,
Oni,,
Oni,Giant Attributes,prone
Onyx Magistrate,"cold, fire, psychic","necrotic, poison; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Oozasis,"fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",acid
Oozasis,"fire; bludgeoning, piercing, and slashing from nonmagical attacks",acid
"Ooze, Leavesrot",,"acid, bludgeoning, cold"
"Ooze, Manure",,"acid, cold, slashing"
"Ooze, Scintillating",,"acid, cold, lightning, slashing"
"Ooze, Shoal","bludgeoning, piercing, slashing",acid
"Ooze, Sinkhole",,acid 
"Ooze, Sinoper",nonmagic B/P/S weapons,"acid, cold, fire, poison"
"Ooze, Snow",nonmagic B/P/S attacks,
Ophanim,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Ophidiotaur,,poison
Ophinix,,lightning
Ophio Fungus,"bludgeoning, piercing","poison, psychic"
Orc,,
Orc,exhaustion,
Orc Warlord,exhaustion,frightened
Orca,cold,
Orcish Wildling Minstrel,,
Ork Urk,,
Orniraptor,,
Orobas Devil,"acid, cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison"
Orobas Devil,"acid, cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison"
Orphan of the Black,bludgeoning,
Orthrus,,
Ortifex,,poison
Ostinato,"acid, cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Ostinato,"acid, cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Oth,"acid, cold, fire",
Otterfolk,,
Otyugh,,
Otyugh,,
Otyugh,Aberrant Resilience,"poison,poisoned"
Ouroban,,fire
Ouroboros,,
Overshadow,"acid, cold, fire, lightning, thunder; bludgeoning, piercing and slashing from nonmagical weapons","necrotic, poison"
Owl,,
Owl,,
Owl Harpy,,
Owl,,
"Owl, Giant",,
Owlbear,,
Owlbear,,
Owlbear Recluse,,
Owlbear,Monstrosity Resilience,
Owl Harpy,False,False
Pact Drake,"bludgeoning, piercing, and slashing from nonmagical attacks","psychic, radiant"
Pact Lich,"cold, fire, necrotic","poison; bludgeoning, piercing and slashing from nonmagical attacks"
Pact Vampire,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Painted Phantasm,nonmagic B/P/S attacks,
Pal-Rai-Yuk,cold,
Pale Screamer,"bludgeoning, cold, force",
Panther,,
Panther,,
Panther,,
Paper Drake,,
Paper Golem,"bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine","poison, psychic"
Paper Golem Swarm,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine"
Paper Drake,False,False
Parzz’val,"bludgeoning, piercing, and slashing from nonmagical attacks",acid
Pattern Dancer,,
Peat Mammoth,"fire, necrotic",
Pech,,poison
Pech Lithlord,,poison
Pech Stonemaster,,poison
Pegasus,,
Pegasus,,
Pegasus,Celestial Resilience,charmed
Pelagic Blush Worm,,"acid, cold"
Peluda Drake,,
Peri,"lightning, thunder",
Peryton,damage from nonmagical weapons,
Pescavitus,radiant,
Pestilence Swarm,"bludgeoning, piercing, slashing",
Phantom,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison"
Phase Giant,,
Phase Monster,,
Phase Spider,,
Phase Spider,,
Phase Spider,Monstrosity Resilience,"poison,poisoned"
Philosopher's Ghost,"acid, cold; slashing from nonmagical attacks","fire, poison"
Phoenixborn,fire,
Phoenixborn Sorcerer,"[++], Senses, &amp; [/++][++]Languages[/++] as Phoenixborn",
Piasa,,
Piercer,,
Pillar of the Lost Magocracy,"bludgeoning, piercing, and slashing from nonmagical attacks",poison
Pine Doom,"bludgeoning, piercing",
Pirate,,
Pirate Captain,,
Pishacha,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Pit Fiend,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison"
Pit Fiend,"cold; damage from nonmagical, non-silvered weapons","fire, poison"
Pit Fiend General,"cold; damage from nonmagical, non-silvered weapons","fire, poison"
Pit Fiend,Devilish Resilience,"charmed,frightened,Devilish Resilience"
Pixie,,
Pixie’s Umbrella,,
Pixiu,necrotic,
Plague Spirit,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Planetar,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",
Planetar,radiant; damage from nonmagical weapons,"necrotic, poison"
Planetar,Angelic Resilience,Angelic Resilience
Planewatcher,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Plaresh,"cold, fire, lightning; bludgeoning, slashing, and piercing",poison
Plesiosaurus,,
Plesiosaurus,,
Plesiosaurus,,
Poisonous Snake,,
Poisonous Snake,,
Polar Bear,,
Polar Bear,,
Pombero,,
Pombero,False,False
Pony,,
Pony,,
Pony,,
Porcellina,,
Possessed Pillar,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Possessed Pillar,False,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Preta,necrotic,poison
Priest,,
Priest,,
Priest,Divine Blessing,
Primal Oozer,piercing,acid
Primordial Matriarch,"acid, cold, fire, lightning, thunder; nonmagic B/P/S attacks",poison
Primordial Surge,"acid, cold, fire, lightning, thunder; nonmagic B/P/S attacks",poison
Prismatic Beetle Swarm,"bludgeoning, piercing, slashing",
Pseudodragon,,
Pseudodragon,,
Pseudodragon Familiar,,
Pseudodragon,"poison,poisoned",
Psoglav Demon,"cold, lightning","fire, poison"
Psoglav,"cold, fire, lightning",poison
Psychic Vampire,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",psychic
Pteranodon,,
Puffinfolk,,
Pugilist,,
Purple Slime,,"acid, cold"
Purple Worm,,
Purple Worm,,
Purple Worm,Monstrosity Resilience,prone
Pustulent Shambler,bludgeoning,"acid, fire, necrotic"
Putrescent Slime,,"acid, poison"
Putrid Haunt,bludgeoning and piercing from nonmagical attacks,poison
Putrid Haunt,bludgeoning and piercing from nonmagical attacks,poison
Pyrite Pile,nonmagic B/P/S attacks,
Pyrohydra,,
Pyrrhic Podthrower,"bludgeoning, lightning",fire
Púca,nonmagic B/P/S attacks not made w/cold iron weapons,
Qiqirn,necrotic,
Qorgeth,"cold, fire, lightning","poison; bludgeoning, piercing, and slashing from nonmagical attacks"
Quagga,,
Quasit,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Quasit,"cold, fire, lightning; damage from nonmagical weapons",poison
Quasit Familiar,"cold, fire, lightning; damage from nonmagical weapons",poison
Quasit,Demonic Resilience,Demonic Resilience
Queen of Night and Magic,"fire, lightning","cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with cold iron weapons"
Queen of Witches,"cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks not made with cold iron weapons",radiant
Quickserpent,,
Quicksilver Siege Orb,"fire, lightning; piercing and slashing from nonmagical attacks","bludgeoning, poison, psychic"
Quickstep,,
Quiet Soul,,"cold, poison, psychic"
Quipper,,
Quipper,,
Quipper,,
"Quipper, Swarm of Quippers",Swarm Resilience,Swarm Resilience
Qumdaq,,
Quoreq,,poison
Qwyllion,"acid, cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",
Qwyllion,"acid, fire; bludgeoning, piercing, and slashing from nonmagical attacks",False
Radiant Spark Swarm,"bludgeoning, piercing, slashing","fire, poison, radiant"
Rafflesian,,
Rageipede,,
Rakshasa,,"bludgeoning, piercing, and slashing from nonmagical attacks"
Rakshasa,bludgeoning and slashing from nonmagical weapons,
"Rakshasa, Myrmidon",,
"Rakshasa, Pustakam",,
"Rakshasa, Servitor",nonmagic B/P/S attacks,
"Rakshasa, Slayer",,
Rakshasa,,"bludgeoning,piercing,and slashing damage from nonmagical attacks,prone"
Ramag,,
Ramag Portal Master,,
Ramag,False,False
Raptor,,
Rat,,
Rat,,
Rat King,"bludgeoning, piercing, slashing",poison
Rat,,
"Rat, Giant",,
"Rat, Swarm of Rats",Swarm Resilience,Swarm Resilience
Ratatosk,"bludgeoning, piercing, and slashing from nonmagical attacks",
Ratatosk,"bludgeoning, piercing, and slashing from nonmagical attacks",False
Ratatosk Warlord,"bludgeoning, piercing, and slashing from nonmagical attacks",
Ratfolk,,
Ratfolk Mercenary,,
Ratfolk Rogue,,
Ratfolk,False,False
Ratfolk Warlock,,
Ratfolk Rogue,False,False
Rat King,"bludgeoning, piercing, and slashing from nonmagical attacks",poison
Rattok,"cold, lightning","fire, necrotic, poison"
Raven,,
Raven,,
Raven,,
"Raven, Swarm of Ravens",Swarm Resilience,Swarm Resilience
Ravenala,"bludgeoning, piercing",
Ravenala,"bludgeoning, piercing",False
Ravenfolk Doom Croaker,,
Ravenfolk Scout,,
Ravenfolk Warrior,,
Ravenfolk Doom Croaker,False,False
Ravenfolk Scout,False,False
Ravenfolk Warrior,False,False
Razorleaf,"cold, necrotic",
Red-Banded Line Spider,,psychic
Red-Banded Line Spider,False,psychic
Red Dragon Wyrmling,,fire
Red Dragon Wyrmling,,fire
Red Hag,,
Red Dragon Wyrmling,,fire
Redcap,"bludgeoning, piercing, and slashing from nonmagical attacks",
Redcap,"bludgeoning, piercing, and slashing from nonmagical attacks",False
Red Hag,False,False
Reef Shark,,
Reef Shark,,
Relentless Hound,"acid, fire, lightning, thunder; nonmagic B/P/S attacks","cold, necrotic, poison"
Remorhaz,,"cold, fire"
Remorhaz,,"cold, fire"
Remorhaz Spawn,,"cold, fire"
Remorhaz,Monstrosity Resilience,"cold,fire"
Repository,"bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons","poison, psychic"
Resinous Frog,,
Revenant,"necrotic, psychic",poison
Revilock,,
Rhinoceros,,
Rhinoceros,,
Rhinoceros,"bludgeoning,stunned",
Riding Horse,,
Riding Horse,,
Rift Swine,"force, poison",
Rift Swine,"force, poison",False
Righteous Sentinel,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Rime Worm Grub,cold,
Rimewing,,cold
Rime Worm,False,cold
Rime Worm Grub,cold,False
Ring Servant,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Risen Reaver,,
Risen Reaver,False,False
River Dragon Wyrmling,damage from nonmagical weapons,
River King,"cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks not made with cold iron weapons",poison
Roachling Lord,,
Roachling Scout,,
Roachling Skirmisher,,
Roachling Lord,False,False
Roachling Skirmisher,False,False
Robot Drone,,"prone,Construct Resilience"
Roc,,
Roc,,
Roc Juvenile,,
Roc,Monstrosity Resilience,
Rochade,,
Rock Roach,bludgeoning,
Rock Salamander,,poison
Rockwood,nonmagic B/P/S attacks,poison
Roggenwolf,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silver",
Roper,,
Roper,,
Roper,Monstrosity Resilience,
Rotsam,,necrotic
Rotsam Swarm,"bludgeoning, piercing, slashing",necrotic
Rotting Wind,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Rotting Wind,False,"necrotic, poison"
Rubezahl,"cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks","lightning, thunder, poison"
Rubezahl,"cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks","lightning, thunder, poison"
Ruby Ooze,"bludgeoning, piercing, and slashing from nonmagical attacks","acid, fire"
Rug of Smothering,,"poison, psychic"
Rug of Smothering,bludgeoning,"poison, psychic"
Rug of Smothering,,"blinded,deafened,Construct Resilience"
Rum Gremlin,,
Rum Lord,,
Rum Gremlin,False,False
Runeswarm,"bludgeoning, piercing, slashing",
Rusalka,,"necrotic, poison; piercing and slashing from nonmagical attacks"
Rust Drake,,poison
Rust Monster,,
Rust Monster,,
Rust Monster,Monstrosity Resilience,
Rust Drake,False,poison
Saber-Toothed Tiger,,
Saber-Toothed Tiger,,
Sahuagin,,
Sahuagin,,
Sahuagin Champion,,
Sahuagin,,
Salamander,"bludgeoning, piercing, and slashing from nonmagical attacks",fire
Salamander,damage from nonmagical weapons,fire
Salamander Monarch,,"fire; bludgeoning, piercing, and slashing from nonmagical attacks"
Salamander Noble,damage from nonmagical weapons,fire
Salamander Nymph,,fire
Salamander,"bludgeoning,piercing,and slashing damage from nonmagical attacks",fire
Salt Devil,"acid, cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison"
Salt Golem,,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Salt Devil,"acid, cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison"
Salt Golem,False,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Sammael,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",
Sand Hag,,
Sand Ray,bludgeoning,
Sand Silhouette,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Sand Spider,,
Sand Worm,,
Sanddrift Drake,poison,fire
Sand Hag,False,False
Sandman,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","poison, psychic"
Sandman,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","poison, psychic"
Sand Silhouette,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Sand Spider,False,False
Sandwyrm,,
Sandwyrm,False,False
Sap Demon,piercing and slashing from nonmagical attacks,"bludgeoning; acid, lightning"
Sap Demon,bludgeoning,acid
Sapphire Dragon Wyrmling,,psychic
Sapphire Jelly,,"cold, poison"
Sarcophagus Slime,"acid, necrotic",poison
Sarcophagus Slime,"acid, necrotic",poison
Sarsaok,piercing,"fire, poison"
Sasori Fukurowashi,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Sasquatch,,
Satarre,"necrotic,Void Strength",
Sathaq Worm,"fire; bludgeoning, piercing, and slashing from nonmagical attacks","acid, poison"
Sathaq Worm,"bludgeoning, piercing, and slashing from nonmagical attacks","acid, poison"
Satyr,,
Satyr,,
Satyr,Fey Resilience,
Savager,"bludgeoning, piercing, and slashing from nonmagical attacks",
Savager,"bludgeoning, piercing, and slashing from nonmagical attacks",False
Savior Lumen,"acid, bludgeoning, cold, fire, piercing, radiant, slashing",poison 
Sazakan,nonmagic B/P/S attacks,
"Scarab, Ruin",,
"Scarab, Suncatcher",nonmagic B/P/S attacks,
Scarecrow,"bludgeoning, piercing",poison
Scarecrow Harvester,"bludgeoning, piercing",poison
Scarlet Ibis,,
Scarsupial,,
Scheznyki,,
Scheznyki,False,False
Scitalis,cold,
Scorch Drake,,fire
Scorchrunner Jackal,,fire
Scorpion,,
Scorpion,,
Scorpion Cultist,poison,
Scorpion Cultist,poison,False
Scorpionfolk,,
Scorpionfolk Imperator,,
Scout,,
Scout,,
Scout,,
Scrag,,
Scribe Devil,"cold; bludgeoning, piercing, and slashing damage from nonmagical attacks not made with silvered weapons","fire, poison"
Scrofin,,
Scroll Mummy,"bludgeoning, piercing, and slashing from nonmagical attacks","fire, necrotic, poison"
Sea Dragon Wyrmling,,cold
Sea Hag,,
Sea Hag,,
Sea Horse,,
Sea Serpent,,
Sea Hag,Fey Resilience,frightened
Sea Dragon Wyrmling,False,cold
Seahorse,,
Seahorse,,
"Seahorse, Giant",,
Selang,"bludgeoning, piercing, and slashing from nonmagical attacks","acid, lightning"
Selang,"bludgeoning, piercing, and slashing from nonmagical attacks","acid, lightning"
Sentinel in Darkness,"bludgeoning, piercing, and slashing from nonmagical attacks",poison
Serpentfolk of Yig,,poison
Serpentine Lamia,,
Serpopard,poison,
Serpopard,poison,False
Servant of the Unsated God,necrotic,poison
Servant of the Vine,,
Servant of Yig,,poison
Sewer Weird,"acid, cold; nonmagic B/P/S attacks",poison
Shabti,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Shadhavar,,
Shadhavar,False,False
Shadow,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Shadow,"acid, cold, fire, lightning, thunder; damage from nonmagical weapons","necrotic, poison"
Shadow Beast,,
Shadow Blight,"cold, necrotic",
Shadow Boxer,,
Shadow Demon,"acid, fire, thunder; damage from nonmagical weapons","cold, lightning, necrotic, poison"
Shadow Dragon Wyrmling,"acid, cold, fire, lightning, thunder; damage from nonmagical weapons","necrotic, poison"
Shadow Elf Champion Warrior,,
Shadow Elf High Priest,,
Shadow Elf Mage,,
Shadow Elf Spellcaster Drider,poison,
Shadow Elf Warrior,,
Shadow Fey,,
Shadow Fey Ambassador,,
Shadow Fey Duelist,,
Shadow Fey Enchantress,,
Shadow Fey Forest Hunter,,
Shadow Fey Guardian,,
Shadow Fey Poisoner,,poison
Shadow Giant,"cold, necrotic",
Shadow Goblin,,
Shadow Lurker,cold,necrotic
Shadow of Death,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison"
Shadow Ooze,,"acid, necrotic"
Shadow River Lord,"cold, fire, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Shadow Skeleton,"fire, piercing, slashing",poison
Shadow,"acid,cold,fire,lightning,thunder; bludgeoning,piercing,and slashing damage from nonmagical attacks","necrotic,frightened,grappled,paralyzed,petrified,prone,restrained,Undead Resilience"
Shadow Antipaladin,False,False
Shadow Beast,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",False
Shadow Fey,False,False
Shambling Mound,"cold, fire",lightning
Shambling Mound,"cold, fire, piercing",lightning
Shambling Mound,"cold,fire,Plant Resilience","lightning,blinded,deafened"
Shantak,necrotic,
Shard Swarm,"bludgeoning, piercing, slashing","poison, psychic"
"Shark, Giant",,
"Shark, Hunter",,
"Shark, Reef",,
Sharkjaw Skeleton,,"cold, necrotic, poison"
Sharkjaw Skeleton,False,"cold, poison"
Shellycoat,,
Shellycoat,False,False
Shetani,cold; nonmagic B/P/S attacks not made w/silvered weapons,"fire, poison"
Shield Guardian,,poison
Shield Guardian,,poison
Shield Guardian,,Construct Resilience
Shiftshroom,,
Shimmer Seal,cold,
Shockwing,,lightning
Shoggoth,"fire, bludgeoning, piercing","cold, thunder, slashing"
Shoggoth,"bludgeoning, fire, piercing","cold, slashing, thunder"
Shoreline Scrapper,,
Shriekbat,,thunder
Shrieker,,
Shrieker,,
Shrieker,"thunder,Plant Resilience","blinded,deafened,frightened"
Shroud,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","necrotic, poison"
Shroud Ray,bludgeoning,
Shroud,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Shukankor,"bludgeoning, piercing, and slashing from nonmagical attacks",poison
Shurale,"bludgeoning, piercing, and slashing from nonmagical attacks",
Sigilian,"bludgeoning, piercing and slashing from nonmagical attacks",poison
Sila,,"acid,cold"
Silenal,,
Silent Crier,"cold, fire, lightning, psychic",
Silver Dragon Wyrmling,,cold
Silver Dragon Wyrmling,,cold
Silver Dragon Wyrmling Skeleton,,"cold, poison"
Silver Dragon Wyrmling,,cold
Simhamukha,"cold, fire, lightning, psychic; bludgeoning, piericing, and slashing from nonmagical attacks","necrotic, poison, radiant"
Simurg,radiant,
Sinstar,"acid, cold, fire, lightning",poison
Sinstar Thrall,"cold, fire",poison
Siren,,
Skein Witch,radiant,"fire, lightning, psychic"
Skein Witch,radiant,"fire, lightning, psychic"
Skeletal Champion,,poison
Skeletal Tyrannosaurus Rex,,poison
Skeletal Warhorse,,poison
Skeleton,poison,
Skeleton,,poison
Skeleton Horde,,poison
Skeleton,piercing,Undead Resilience
Skin Bat,,poison
Skin Bat,False,poison
Skitterhaunt,,acid
Skitterhaunt,False,acid
Skull Drake,poison,necrotic
Skull Lantern,,poison
Skullbloom,Plant Resilience,
Skydancer,,
Sleipnir,cold,
Slithy Tove,,
Slow Storm,"acid, cold, fire",lightning
Slow Storm,"acid, cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks",lightning
Sluagh Swarm,"cold; bludgeoning, piercing, and slashing",
Smaragdine Golem,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Smaragdine Golem,False,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Snake Lamia,,
Snake with a Hundred Mage Hands,,
"Snake, Constrictor",,
"Snake, Flying",,
"Snake, Giant Constrictor",,
"Snake, Giant Poisonous","poison,poisoned",
"Snake, Poisonous","poison,poisoned",
"Snake, Swarm of Poisonous Snakes","poison,poisoned,Swarm Resilience",Swarm Resilience
Snallygaster,,"acid, thunder"
Snatch Bat,"force, psychic",
Snow Cat,,
Snow Giant,,cold
Snow Hag,,cold
Snow Terror,"bludgeoning, piercing, and slashing from nonmagical attacks","acid, cold, poison"
Snow Queen,"bludgeoning, piercing, and slashing from nonmagical attacks not made with cold iron weapons",cold
Sodwose,"bludgeoning, piercing",poison
Soil Snake,fire,"poison, psychic"
Solar,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Solar,radiant; damage from nonmagical weapons,"necrotic, poison"
Solar,Angelic Resilience,"necrotic,poison,poisoned,Angelic Resilience"
Soldier,,
Soldier Squad,,
Somberweave,,poison
Son Of Fenris,"psychic, radiant","cold, lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks"
Song Angel,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",
Son of Fenris,"necrotic, radiant; bludgeoning, piercing, and slashing from nonmagical attacks","cold, poison"
Sootwing,,fire
Sooze,"acid, cold, fire",
Soul Eater,"bludgeoning, piercing, and slashing from nonmagical attacks",poison
Soul Eater,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Spark,"acid, fire, force, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",lightning
Spark Mephit,,"lightning, poison"
Spark,"thunder; bludgeoning, piercing, and slashing from nonmagical attacks",lightning
Spawn of Alquam,"cold, fire, lightning",poison
Spawn Of Arbeyach,,poison
Spawn of Chernobog,necrotic,
Spawn of Hriggala,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Spawn of Rhopalocerex,"cold, fire, lightning",poison
Spawn of Akyishigal,"cold, fire, lightning",poison
